,entity,to_search,snippet,address,coordinates,name_location,class,type
347,Metropolitana,Metropolitana Torino,"[""Torino (IPA: , ; Turin in piemontese , ) è un comune italiano di 842\xa0754 abitanti (al 30 settembre 2022), quarto comune italiano per popolazione e capoluogo della regione Piemonte e dell'omonima città metropolitana."", ""Cuore di un'area metropolitana che conta circa 1,7 milioni di abitanti, Torino è il terzo complesso economico-produttivo del Paese (insieme a Milano e Genova componeva il triangolo industriale negli anni del boom economico) e costituisce uno dei maggiori poli universitari, artistici, turistici, scientifici e culturali d'Italia."", ""Ciò non è dipeso soltanto dal ritorno di molti immigrati del Mezzogiorno nelle loro regioni di origine, ma dagli spostamenti avvenuti da Torino verso quella che poi divenne l'area metropolitana, determinando così l'espansione dei comuni della seconda (Vinovo, Candiolo, Orbassano, Rivalta di Torino, Rivoli, Alpignano, Pianezza, Druento, Caselle Torinese) e della prima cintura (Moncalieri, Nichelino, Beinasco, Grugliasco, Collegno, Venaria Reale, Borgaro Torinese, Settimo Torinese, San Mauro Torinese)."", ""Inoltre, i comuni di cintura dell'area urbana e metropolitana cittadina possiedono un sistema bibliotecario integrato denominato SBAM (Sistema Bibliotecario Area Metropolitana) composto di 65 biblioteche per un totale di circa 1.700.000 documenti."", 'A Torino o nella sua città metropolitana hanno sede legale anche diverse filiali italiane di società estere come Suzuki, Vodafone Italia, Bavaria, Diageo, Michelin, Kimberly-Clark, Petronas, Mizuno e SKF.', 'Grandi opere pubbliche come quelle per il Passante Ferroviario, la Metropolitana e le Spine hanno ridisegnato e stanno ridisegnando il volto della città.', ""Il servizio ferroviario metropolitano di Torino (SFM) è un sistema di trasporto pubblico locale della Città Metropolitana di Torino coordinato dall'Agenzia Mobilità Metropolitana ed interamente finanziato dalla Regione Piemonte."", 'Il SFM offre un collegamento fra le diverse zone del Torinese e delle contigue province di Cuneo e Asti, permettendo coincidenze cadenzate tra i treni del servizio ferroviario regionale del Piemonte, i treni a lunga percorrenza ed AV, la rete tranviaria di Torino e autobus urbani, con autobus extraurbani e la metropolitana di Torino.', 'Nel territorio comunale di Torino il sistema di mobilità metropolitana e ferroviaria urbana si sviluppa complessivamente per 29\xa0km, articolati su 8 linee servite da 28 stazioni.', ""Per i suoi acquisti verdi la città di Torino ha raggiunto il secondo posto dell'European Gpp Award del 2016, alle spalle delle città di Vienna e davanti alla città metropolitana di Torino."", ""A Torino è in funzione la prima metropolitana automatica d'Italia utilizzante veicoli leggeri, frequenti e senza conducente.""]","Torino, Piemonte, Italia","{""coordinates"": [7.682489, 45.067755], ""type"": ""Point""}","Torino, Piemonte, Italia",boundary,administrative
348,Spine,Spine Torino,"['Grandi opere pubbliche come quelle per il Passante Ferroviario, la Metropolitana e le Spine hanno ridisegnato e stanno ridisegnando il volto della città.']","Via delle Spine, Cascina Malanotte, Ciriè, Torino, Piemonte, 10076, Italia","{""coordinates"": [7.597385, 45.215776], ""type"": ""Point""}","Via delle Spine, Cascina Malanotte, Ciriè, Torino, Piemonte, 10076, Italia",highway,unclassified
351,A6 Torino - Fossano,A6 Torino - Fossano,['*A6 Torino - Fossano - Savona ;'],"Via Torino, Cussanio, Fossano, Cuneo, Piemonte, 12045, Italia","{""coordinates"": [7.693994, 44.568226], ""type"": ""Point""}","Via Torino, Cussanio, Fossano, Cuneo, Piemonte, 12045, Italia",highway,primary
354,Traforo stradale del Frejus,Traforo stradale del Frejus Torino,['*A32 Torino - Susa - Bardonecchia - Traforo stradale del Frejus ;'],"Traforo stradale del Frejus, Grangia Gravière, Bardonecchia, Torino, Piemonte, 10052, Italia","{""coordinates"": [6.695442, 45.122082], ""type"": ""Point""}","Traforo stradale del Frejus, Grangia Gravière, Bardonecchia, Torino, Piemonte, 10052, Italia",highway,trunk
356,A55,A55 Torino,"['La tangenzale di Torino è la A55, divisa in Tangenziale Nord e Tangenziale Sud, va da nord est fino a sud est passando in maniera semicircolare da ovest.']","Tangenziale Nord, Circoscrizione 6, Villaretto, Torino, Piemonte, 10148, Italia","{""coordinates"": [7.683029, 45.12843], ""type"": ""Point""}","Tangenziale Nord, Circoscrizione 6, Villaretto, Torino, Piemonte, 10148, Italia",highway,motorway
357,Tangenziale Nord,Tangenziale Nord Torino,"['*La tangenzale di Torino è la A55, divisa in Tangenziale Nord e Tangenziale Sud, va da nord est fino a sud est passando in maniera semicircolare da ovest.']","Tangenziale Nord, Falchera, Circoscrizione 6, Villaretto, Torino, Piemonte, 10079, Italia","{""coordinates"": [7.695147, 45.129576], ""type"": ""Point""}","Tangenziale Nord, Falchera, Circoscrizione 6, Villaretto, Torino, Piemonte, 10079, Italia",highway,motorway
358,Tangenziale Sud,Tangenziale Sud Torino,"['*La tangenzale di Torino è la A55, divisa in Tangenziale Nord e Tangenziale Sud, va da nord est fino a sud est passando in maniera semicircolare da ovest.']","Tangenziale Sud, Circoscrizione 2, Nichelino, Torino, Piemonte, 10092, Italia","{""coordinates"": [7.622118, 45.003592], ""type"": ""Point""}","Tangenziale Sud, Circoscrizione 2, Nichelino, Torino, Piemonte, 10092, Italia",highway,motorway
359,Tangenziale Est di Torino,Tangenziale Est di Torino,['*La tratta che manca a est (Tangenziale Est di Torino) è in fase di lavorazione.'],"A4 Torino - Venezia, Tangenziale Est di Milano, Carugate, Milano, Lombardia, 20061, Italia","{""coordinates"": [9.332483, 45.559729], ""type"": ""Point""}","A4 Torino - Venezia, Tangenziale Est di Milano, Carugate, Milano, Lombardia, 20061, Italia",highway,motorway_junction
360,A4 Torino-Milano,A4 Torino-Milano,"[""*Il sistema autostradale urbano di Torino comprende inoltre il raccordo all'A4 Torino-Milano ed alla S.S.11 di 3,13\xa0km.""]","A4 - Torino, BreBeMi, Pozzuolo Martesana, Milano, Lombardia, 20060, Italia","{""coordinates"": [9.44942, 45.505798], ""type"": ""Point""}","A4 - Torino, BreBeMi, Pozzuolo Martesana, Milano, Lombardia, 20060, Italia",highway,motorway_junction
361,S.S.11,S.S.11 Torino,"[""Il sistema autostradale urbano di Torino comprende inoltre il raccordo all'A4 Torino-Milano ed alla S.S.11 di 3,13\xa0km.""]","Torino Porta Nuova, 11, San Secondo, Circoscrizione 1, Torino, Piemonte, 10125, Italia","{""coordinates"": [7.677543, 45.061039], ""type"": ""Point""}","Torino Porta Nuova, 11, San Secondo, Circoscrizione 1, Torino, Piemonte, 10125, Italia",railway,stop
362,Nord,Nord Torino,"[""Torino sorge nella pianura delimitata dai fiumi Stura di Lanzo, Sangone e Po (quest'ultimo attraversa la città da sud verso nord), di fronte allo sbocco di alcune vallate alpine:"", ""Il 13 settembre 2008 l'Osservatorio Meteorologico di Caselle Torinese, 14\xa0km a nord-ovest di Torino, registrò una pioggia temporalesca di 220\xa0mm in sei ore, quantitativo senza precedenti noti nella pianura torinese."", 'Un cardo maximus (direzione nord-sud) ed un decumanus maximus (direzione est-ovest), incrociantisi al centro del castrum, e parallele alle quali dovevano svilupparsi tutte le altre vie interne al castrum.', 'Cimitero di Abbadia di Stura: sito in Strada di Settimo 307, nella zona nord .', 'Il sito internazionale di viaggi eDreams ha designato Torino come una delle mete turistiche più importanti a livello mondiale per il 2017 e come prima tappa turistica europea, definendola inoltre la capitale culturale del Nord Italia.', 'Lazzaro felice. Nelle ultime settimane la regista ha girato la città focalizzando le riprese tra Galleria Umberto I, Porta Palazzo e la periferia nord.', 'Circoscrizione II: Santa Rita - Mirafiori Nord - Mirafiori Sud ;', 'Torino presenta un tasso di disoccupazione tra i più alti del Nord Italia, attestatosi nel 2014 al 12,9%, con un andamento che a partire dal 2008 ha seguito quello medio nazionale.', 'La tangenzale di Torino è la A55, divisa in Tangenziale Nord e Tangenziale Sud, va da nord est fino a sud est passando in maniera semicircolare da ovest.', '*La tratta urbana di competenza del GTT è quella che parte da Torino Dora e che va sino alla periferia Nord al confine con il comune di Venaria Reale (direzione Caselle Torinese - Aeroporto Sandro Pertini - Ceres).']","Torino, 47, Büdericher Bundesstraße, Büderich, Ostbüderich, Werl, Kreis Soest, Renania Settentrionale-Vestfalia, 59457, Germania","{""coordinates"": [7.880804, 51.545], ""type"": ""Point""}","Torino, 47, Büdericher Bundesstraße, Büderich, Ostbüderich, Werl, Kreis Soest, Renania Settentrionale-Vestfalia, 59457, Germania",amenity,restaurant
364,via Asti,via Asti Torino,"['*Le linee ferroviarie principali che si dipartono da Torino sono quelle che vanno verso Genova (via Asti e Alessandria), verso Milano (via Novara e Vercelli) e verso la Francia (via Bardonecchia e il Traforo ferroviario del Frejus) e Ventimiglia (via Cuneo e il Traforo ferroviario del Colle di Tenda).']","Via Asti, Borgo Po, Circoscrizione 8, Torino, Piemonte, 10131, Italia","{""coordinates"": [7.706043, 45.062907], ""type"": ""Point""}","Via Asti, Borgo Po, Circoscrizione 8, Torino, Piemonte, 10131, Italia",highway,residential
365,via Novara,via Novara Torino,"['*Le linee ferroviarie principali che si dipartono da Torino sono quelle che vanno verso Genova (via Asti e Alessandria), verso Milano (via Novara e Vercelli) e verso la Francia (via Bardonecchia e il Traforo ferroviario del Frejus) e Ventimiglia (via Cuneo e il Traforo ferroviario del Colle di Tenda).']","Via Novara, Nichelino, Torino, Piemonte, 10127, Italia","{""coordinates"": [7.656085, 45.005625], ""type"": ""Point""}","Via Novara, Nichelino, Torino, Piemonte, 10127, Italia",highway,residential
366,via Bardonecchia,via Bardonecchia Torino,"['*Le linee ferroviarie principali che si dipartono da Torino sono quelle che vanno verso Genova (via Asti e Alessandria), verso Milano (via Novara e Vercelli) e verso la Francia (via Bardonecchia e il Traforo ferroviario del Frejus) e Ventimiglia (via Cuneo e il Traforo ferroviario del Colle di Tenda).']","Via Bardonecchia, Cenisia, Circoscrizione 3, Torino, Piemonte, 10139, Italia","{""coordinates"": [7.63895, 45.070897], ""type"": ""Point""}","Via Bardonecchia, Cenisia, Circoscrizione 3, Torino, Piemonte, 10139, Italia",highway,residential
368,via Cuneo,via Cuneo Torino,"['*Le linee ferroviarie principali che si dipartono da Torino sono quelle che vanno verso Genova (via Asti e Alessandria), verso Milano (via Novara e Vercelli) e verso la Francia (via Bardonecchia e il Traforo ferroviario del Frejus) e Ventimiglia (via Cuneo e il Traforo ferroviario del Colle di Tenda).']","Via Cuneo, Aurora, Circoscrizione 7, Torino, Piemonte, 10152, Italia","{""coordinates"": [7.687077, 45.086822], ""type"": ""Point""}","Via Cuneo, Aurora, Circoscrizione 7, Torino, Piemonte, 10152, Italia",highway,residential
370,Pinerolo-Torre Pellice,Pinerolo-Torre Pellice Torino,"['*Ci sono poi linee minori verso Ivrea-Aosta, Mondovì-Savona, Pinerolo-Torre Pellice, Trofarello-Chieri, Cirié-Lanzo Torinese-Ceres e Rivarolo Canavese-Cuorgnè-Pont Canavese.']","Ferrovia Torre Pellice-Pinerolo, Via Chisonetto, Osasco, Torino, Piemonte, 10060, Italia","{""coordinates"": [7.321667, 44.858006], ""type"": ""Point""}","Ferrovia Torre Pellice-Pinerolo, Via Chisonetto, Osasco, Torino, Piemonte, 10060, Italia",railway,disused
371,Aeroporto,Aeroporto Torino,"[""Un colpo all'italiana. Un gruppo di ladri inglesi arriva a Torino a bordo di tre Mini Cooper per organizzare una rapina ai danni di un convoglio che trasporta i ricavi della FIAT dall'Aeroporto di Torino-Caselle fino alla città."", 'RA10 Torino - Caselle Torinese - Aeroporto di Torino-Caselle .', 'La tratta urbana di competenza del GTT è quella che parte da Torino Dora e che va sino alla periferia Nord al confine con il comune di Venaria Reale (direzione Caselle Torinese - Aeroporto Sandro Pertini - Ceres).', ""*L'Aeroporto di Torino-Caselle, un Aeroporto di medie dimensioni (200-300 ettari, 1-5 milioni di passeggeri all'anno) inaugurato nel 1953."", ""È presente anche l'Aeroporto di Torino-Cuneo, in provincia di Cuneo, che fa riferimento al capoluogo piemontese come secondo Aeroporto del Piemonte."", ""In corso Marche, inoltre, è presente l'Aeroporto di Torino-Aeritalia:"", ""Inaugurato nel 1916, dopo la costruzione dell'Aeroporto di Caselle è rimasto in uso come struttura di aviazione generale e da turismo, affiancato da una scuola di volo per aerei ed elicotteri e dalla sede dei velivoli di elisoccorso e protezione civile."", ""*Torino Mirafiori - Il primo scalo aereo della città fu quello di Mirafiori, costruito per scopi militari e inaugurato nel 1911. L'Aeroporto, a causa dei forti danni strutturali subiti durante i bombardamenti della seconda guerra mondiale, venne dismesso nel 1947 e l'area venne data in gestione al CNR fino all'anno 1976, quando venne convertita a Parco pubblico intitolato a Gustavo Colonnetti."", 'Torino Piossasco - Aeroporto Cerrina (Codice ICAO: LILT).']","Strada dell'Aeroporto, Barriera di Lanzo, Circoscrizione 5, Torino, Piemonte, 10148, Italia","{""coordinates"": [7.662185, 45.115371], ""type"": ""Point""}","Strada dell'Aeroporto, Barriera di Lanzo, Circoscrizione 5, Torino, Piemonte, 10148, Italia",highway,secondary
374,corso Marche,corso Marche Torino,"[""*In corso Marche, inoltre, è presente l'Aeroporto di Torino-Aeritalia:""]","Corso Marche, Parella, Circoscrizione 4, Torino, Piemonte, 10142, Italia","{""coordinates"": [7.615929, 45.075266], ""type"": ""Point""}","Corso Marche, Parella, Circoscrizione 4, Torino, Piemonte, 10142, Italia",highway,residential
375,Aeroporto di Torino-Aeritalia,Aeroporto di Torino-Aeritalia,"[""In corso Marche, inoltre, è presente l'Aeroporto di Torino-Aeritalia:""]","Aeroporto di Torino-Aeritalia, Strada della Berlia, Borgata Paradiso, Collegno, Torino, Piemonte, 10993, Italia","{""coordinates"": [7.602211, 45.085489], ""type"": ""Point""}","Aeroporto di Torino-Aeritalia, Strada della Berlia, Borgata Paradiso, Collegno, Torino, Piemonte, 10993, Italia",aeroway,aerodrome
376,Aeroporto di Caselle,Aeroporto di Caselle Torino,"[""*Inaugurato nel 1916, dopo la costruzione dell'Aeroporto di Caselle è rimasto in uso come struttura di aviazione generale e da turismo, affiancato da una scuola di volo per aerei ed elicotteri e dalla sede dei velivoli di elisoccorso e protezione civile.""]","Caselle (str. Aeroporto 36), Strada Aeroporto, Caselle Torinese, Torino, Piemonte, 10072, Italia","{""coordinates"": [7.650501, 45.175806], ""type"": ""Point""}","Caselle (str. Aeroporto 36), Strada Aeroporto, Caselle Torinese, Torino, Piemonte, 10072, Italia",highway,bus_stop
377,Torino Mirafiori,Torino Mirafiori,"[""*Torino Mirafiori - Il primo scalo aereo della città fu quello di Mirafiori, costruito per scopi militari e inaugurato nel 1911. L'Aeroporto, a causa dei forti danni strutturali subiti durante i bombardamenti della seconda guerra mondiale, venne dismesso nel 1947 e l'area venne data in gestione al CNR fino all'anno 1976, quando venne convertita a Parco pubblico intitolato a Gustavo Colonnetti.""]","Mirafiori, Via Giovanni Falcone, Fornaci, Beinasco, Torino, Piemonte, 10092, Italia","{""coordinates"": [7.591655, 45.023118], ""type"": ""Point""}","Mirafiori, Via Giovanni Falcone, Fornaci, Beinasco, Torino, Piemonte, 10092, Italia",highway,bus_stop
378,Parco pubblico,Parco pubblico Torino,"[""*Torino Mirafiori - Il primo scalo aereo della città fu quello di Mirafiori, costruito per scopi militari e inaugurato nel 1911. L'Aeroporto, a causa dei forti danni strutturali subiti durante i bombardamenti della seconda guerra mondiale, venne dismesso nel 1947 e l'area venne data in gestione al CNR fino all'anno 1976, quando venne convertita a Parco pubblico intitolato a Gustavo Colonnetti.""]","Parco Pubblico, Pasta, Orbassano, Torino, Piemonte, 10043, Italia","{""coordinates"": [7.541888, 45.010906], ""type"": ""Point""}","Parco Pubblico, Pasta, Orbassano, Torino, Piemonte, 10043, Italia",leisure,park
381,stadio Olimpico Grande Torino,stadio Olimpico Grande Torino,"[""Fra le strutture con una capienza superiore ai 10000 posti si citino l'Allianz Stadium, lo stadio Olimpico Grande Torino, il Palasport Olimpico e il PalaTorino;""]","Stadio Olimpico Grande Torino, Via Filadelfia, Santa Rita, Circoscrizione 2, Torino, Piemonte, 10134, Italia","{""coordinates"": [7.650015, 45.041744], ""type"": ""Point""}","Stadio Olimpico Grande Torino, Via Filadelfia, Santa Rita, Circoscrizione 2, Torino, Piemonte, 10134, Italia",leisure,stadium
382,stadio Primo Nebiolo,stadio Primo Nebiolo Torino,['Altri impianti con capacità molto vicine a questi numeri sono lo stadio Primo Nebiolo ed il PalaVela.'],"Stadio Primo Nebiolo, Viale Leonardo Bistolfi, Rione Lancia, Circoscrizione 3, Torino, Piemonte, 10141, Italia","{""coordinates"": [7.633305, 45.059708], ""type"": ""Point""}","Stadio Primo Nebiolo, Viale Leonardo Bistolfi, Rione Lancia, Circoscrizione 3, Torino, Piemonte, 10141, Italia",leisure,stadium
383,stadio Filadelfia,stadio Filadelfia Torino,"['Una menzione speciale, infine, merita lo stadio Filadelfia, Teatro del ciclo di vittorie del Grande Torino negli anni quaranta del XX secolo.']","Stadio Filadelfia, Via Giovanni Spano, Filadelfia, Circoscrizione 8, Torino, Piemonte, 10134, Italia","{""coordinates"": [7.658548, 45.038246], ""type"": ""Point""}","Stadio Filadelfia, Via Giovanni Spano, Filadelfia, Circoscrizione 8, Torino, Piemonte, 10134, Italia",leisure,stadium
